"folio","oa","emission","siteNumber","siteName","service","clientName"
"A02180319",304223,"2018-02-06T06:00:00.000Z",70200465,"5015 CULIACAN 3 RIOS","CUAD-AVAYA","BBVA BANCOMER"
"A02180327",304223,"2018-02-06T06:00:00.000Z",70203779,"5021 PLAZA TAHONA","CUAD-AVAYA","BBVA BANCOMER"
"A02180304",304223,"2018-02-06T06:00:00.000Z",70195063,"5003 VICENTE GUERRERO","CUAD-AVAYA","BBVA BANCOMER"
"A02180383",304215,"2018-02-06T06:00:00.000Z",71441421,"4751 PLAZA BELLA ANAHAUC","CUAD-AVAYA","BBVA BANCOMER"
"A02180348",304215,"2018-02-06T06:00:00.000Z",71440147,"4754 SALTILLO COLOSIO","CUAD-AVAYA","BBVA BANCOMER"
"A02180361",304215,"2018-02-06T06:00:00.000Z",71441125,"4725 MITRAS CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A02180316",304215,"2018-02-06T06:00:00.000Z",71412076,"4722 PFP VALLEJO","CUAD-AVAYA","BBVA BANCOMER"
"A02180330",304215,"2018-02-06T06:00:00.000Z",71437378,"4742 GALERIAS MONTERREY","CUAD-AVAYA","BBVA BANCOMER"
"A02180322",304200,"2018-02-06T06:00:00.000Z",71404112,"4718 TOWN CENTER EL ROSARIO","CUAD-AVAYA","BBVA BANCOMER"
"A02180329",304200,"2018-02-06T06:00:00.000Z",71404113,"4707 SORIANA ROSALES","CUAD-AVAYA","BBVA BANCOMER"
"A02180347",304200,"2018-02-06T06:00:00.000Z",71404114,"4708 MACRO PLAZA PUERTO VALLARTA","CUAD-AVAYA","BBVA BANCOMER"
"A02180313",304200,"2018-02-06T06:00:00.000Z",71404112,"4718 TOWN CENTER EL ROSARIO","CUAD-AVAYA","BBVA BANCOMER"
"A02180290",304200,"2018-02-06T06:00:00.000Z",70114212,"4720 MEGA SITE PERISUR","CUAD-AVAYA","BBVA BANCOMER"
"A02180308",304200,"2018-02-06T06:00:00.000Z",71404110,"4711 SAN ISIDRO","CUAD-AVAYA","BBVA BANCOMER"
"A02180294",304188,"2018-02-06T06:00:00.000Z",71370980,"4679 SECRETARIA DE EDUCACION JALISCO","CUAD-AVAYA","BBVA BANCOMER"
"A02180291",304188,"2018-02-06T06:00:00.000Z",71366856,"4677 PLAZA MILA METEPEC","CUAD-AVAYA","BBVA BANCOMER"
"A02180287",304188,"2018-02-06T06:00:00.000Z",71350908,"4661 PLAZA SENDERO ACAPULCO","CUAD-AVAYA","BBVA BANCOMER"
"A02180305",304186,"2018-02-06T06:00:00.000Z",71313953,"4655 PLAZA PRIVANZA","CUAD-AVAYA","BBVA BANCOMER"
"A02180317",304186,"2018-02-06T06:00:00.000Z",71464098,"4638 METROPOLI PATRIOTISMO","CUAD-AVAYA","BBVA BANCOMER"
"A02180296",304186,"2018-02-06T06:00:00.000Z",71306940,"4643 PLAZA ANDARES","CUAD-AVAYA","BBVA BANCOMER"
"A02180289",304186,"2018-02-06T06:00:00.000Z",71306937,"4636 ALLENDE CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A02180282",304186,"2018-02-06T06:00:00.000Z",71304136,"4634 LA RAZA","CUAD-AVAYA","BBVA BANCOMER"
"A02180303",304185,"2018-02-06T06:00:00.000Z",71285161,"4629 MODULO SSP","CUAD-AVAYA","BBVA BANCOMER"
"A02180283",304185,"2018-02-06T06:00:00.000Z",71285154,"4604 TORRE DELPHI","CUAD-AVAYA","BBVA BANCOMER"
"A02180272",304185,"2018-02-06T06:00:00.000Z",70115181,"4411 TOLUCA AEROPUERTO","CUAD-AVAYA","BBVA BANCOMER"
"A02180278",304185,"2018-02-06T06:00:00.000Z",70115222,"4461 CD CUAUHTEMOC CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A02180277",304184,"2018-02-06T06:00:00.000Z",70115153,"4181 CELAYA CONSTITUYENTES","CUAD-AVAYA","BBVA BANCOMER"
"A02180280",304184,"2018-02-06T06:00:00.000Z",70119008,"4117 BUENAVISTA","CUAD-AVAYA","BBVA BANCOMER"
"A02180270",304184,"2018-02-06T06:00:00.000Z",70115119,"4151 SILAO LIBERTAD","CUAD-AVAYA","BBVA BANCOMER"
"A02180274",304184,"2018-02-06T06:00:00.000Z",70115120,"4152 IRAPUATO MERCADO","CUAD-AVAYA","BBVA BANCOMER"
"A02180266",304184,"2018-02-06T06:00:00.000Z",70115103,"4122 CUATRO CAMINOS","CUAD-AVAYA","BBVA BANCOMER"
"A02180265",304183,"2018-02-06T06:00:00.000Z",70122006,"4113 CINCO DE MAYO","CUAD-AVAYA","BBVA BANCOMER"
"A02180269",304183,"2018-02-06T06:00:00.000Z",71235270,"3949 AGUASCALIENTES SEDE","CUAD-AVAYA","BBVA BANCOMER"
"A02180257",304183,"2018-02-06T06:00:00.000Z",70115092,"4102 TULYEHUALCO ERMITA","CUAD-AVAYA","BBVA BANCOMER"
"A02180258",304183,"2018-02-06T06:00:00.000Z",70122002,"3929 CUAUTLA REFORMA","CUAD-AVAYA","BBVA BANCOMER"
"A02180251",304183,"2018-02-06T06:00:00.000Z",70115048,"3933  AXOCHIAPAN","CUAD-AVAYA","BBVA BANCOMER"
"A02180264",304182,"2018-02-06T06:00:00.000Z",70115041,"3923 CUERNAVACA UNIVERSIDAD","CUAD-AVAYA","BBVA BANCOMER"
"A02180256",304182,"2018-02-06T06:00:00.000Z",70115014,"3891  ESTEBAN A LA TORRE","CUAD-AVAYA","BBVA BANCOMER"
"A02180263",304182,"2018-02-06T06:00:00.000Z",70115038,"3918 JIUTEPEC CUAHUNAHUAC CIVAC","CUAD-AVAYA","BBVA BANCOMER"
"A02180249",304182,"2018-02-06T06:00:00.000Z",70115012,"3888  BELISARIO DOMINGUEZ","CUAD-AVAYA","BBVA BANCOMER"
"A02180252",304182,"2018-02-06T06:00:00.000Z",70115013,"3889 PZA MONTECASINO","CUAD-AVAYA","BBVA BANCOMER"
"A02180193",304106,"2018-02-02T06:00:00.000Z",70118886,"3866 PARQUE MORELOS","CUAD-AVAYA","BBVA BANCOMER"
"A02180180",304106,"2018-02-02T06:00:00.000Z",70114995,"3873 ZAPOPAN BASILICA","CUAD-AVAYA","BBVA BANCOMER"
"A02180188",304106,"2018-02-02T06:00:00.000Z",70115006,"3883 ZAPOPAN TEPEYAC","CUAD-AVAYA","BBVA BANCOMER"
"A02180170",304106,"2018-02-02T06:00:00.000Z",70114971,"3809 APODACA LOS FRESNOS","CUAD-AVAYA","BBVA BANCOMER"
"A02180173",304106,"2018-02-02T06:00:00.000Z",70114977,"3822 MONTERREY CAMPUS TEC","CUAD-AVAYA","BBVA BANCOMER"
"A02180163",304105,"2018-02-02T06:00:00.000Z",71433196,"3762 SITE UNIVERSIDAD","CUAD-AVAYA","BBVA BANCOMER"
"A02180161",304105,"2018-02-02T06:00:00.000Z",70122041,"3728 PROCTER AN D GAMBLE","CUAD-AVAYA","BBVA BANCOMER"
"A02180155",304105,"2018-02-02T06:00:00.000Z",70114781,"3767 MADERO PONIENTE","CUAD-AVAYA","BBVA BANCOMER"
"A02180160",304105,"2018-02-02T06:00:00.000Z",70114962,"3802 SAN NICOLAS NORTE","CUAD-AVAYA","BBVA BANCOMER"
"A02180150",304105,"2018-02-02T06:00:00.000Z",70114708,"3713 TLALPAN CHABACANO","CUAD-AVAYA","BBVA BANCOMER"
"A02180169",304097,"2018-02-02T06:00:00.000Z",70114705,"3712 CANAL DEL NORTE","CUAD-AVAYA","BBVA BANCOMER"
"A02180164",304097,"2018-02-02T06:00:00.000Z",70114673,"3699 MANANTIALES NATIVITAS","CUAD-AVAYA","BBVA BANCOMER"
"A02180166",304097,"2018-02-02T06:00:00.000Z",70114703,"3711 TICOMAN","CUAD-AVAYA","BBVA BANCOMER"
"A02180152",304097,"2018-02-02T06:00:00.000Z",70114668,"3697 MARTE","CUAD-AVAYA","BBVA BANCOMER"
"A02180145",304097,"2018-02-02T06:00:00.000Z",70114663,"3694 NUEVA STA MARIA","CUAD-AVAYA","BBVA BANCOMER"
"A01182469",303949,"2018-01-31T06:00:00.000Z",71651362,"EDIFICIO MERIDA BLACK","CUAD-AVAYA","BBVA BANCOMER"
"A01182306",303569,"2018-01-29T06:00:00.000Z",71644596,"6519 TANTOYUCA MADERO","CUAD-AVAYA","BBVA BANCOMER"
"A01182136",303297,"2018-01-25T06:00:00.000Z",70197365,"4134 SATELITE REGIONAL","CUAD-AVAYA","BBVA BANCOMER"
"A01182133",303297,"2018-01-25T06:00:00.000Z",70119010,"4128 ANAHUAC","CUAD-AVAYA","BBVA BANCOMER"
"A01182129",303297,"2018-01-25T06:00:00.000Z",70115111,"4135 EL MOLINITO","CUAD-AVAYA","BBVA BANCOMER"
"A01182122",303297,"2018-01-25T06:00:00.000Z",70115109,"4132 DEL ANGEL","CUAD-AVAYA","BBVA BANCOMER"
"A01182099",303297,"2018-01-25T06:00:00.000Z",70115106,"4130 INSURGENTES POTRERO","CUAD-AVAYA","BBVA BANCOMER"
"A01182112",303297,"2018-01-25T06:00:00.000Z",70115108,"4131 LINDAVISTA","CUAD-AVAYA","BBVA BANCOMER"
"A01182084",303297,"2018-01-25T06:00:00.000Z",70115105,"4124 LOMAS BARRILACO","CUAD-AVAYA","BBVA BANCOMER"
"A01182126",303292,"2018-01-25T06:00:00.000Z",70114631,"3683 PARQUE SAN ANDRES","CUAD-AVAYA","BBVA BANCOMER"
"A01182119",303292,"2018-01-25T06:00:00.000Z",70114618,"3675 NEZA BENITO JUAREZ","CUAD-AVAYA","BBVA BANCOMER"
"A01182107",303292,"2018-01-25T06:00:00.000Z",70114606,"3670 CASAS ALEMAN","CUAD-AVAYA","BBVA BANCOMER"
"A01182116",303292,"2018-01-25T06:00:00.000Z",70114610,"3672 S FELIPE DE JESUS","CUAD-AVAYA","BBVA BANCOMER"
"A01182101",303292,"2018-01-25T06:00:00.000Z",70114591,"3664 ECHEGARAY","CUAD-AVAYA","BBVA BANCOMER"
"A01182086",303292,"2018-01-25T06:00:00.000Z",70114584,"3661 OLIVAR DEL CONDE","CUAD-AVAYA","BBVA BANCOMER"
"A01182076",303292,"2018-01-25T06:00:00.000Z",70114582,"3660 ZARAGOZA AGRICOLA","CUAD-AVAYA","BBVA BANCOMER"
"A01182110",303277,"2018-01-25T06:00:00.000Z",71673869,"185 TEPALCATES","CUAD-AVAYA","BBVA BANCOMER"
"A01182095",303277,"2018-01-25T06:00:00.000Z",71673867,"5081 TLAXIACO OAXACA","CUAD-AVAYA","BBVA BANCOMER"
"A01182082",303277,"2018-01-25T06:00:00.000Z",71673862,"2307 HIPOTECARIA MÉXICO","CUAD-AVAYA","BBVA BANCOMER"
"A01182067",303277,"2018-01-25T06:00:00.000Z",71673291,"6777 CHERAN CUAUHTEMOC","CUAD-AVAYA","BBVA BANCOMER"
"A01182071",303277,"2018-01-25T06:00:00.000Z",71673740,"5600 PACHUCA TASTILLO","CUAD-AVAYA","BBVA BANCOMER"
"A01181924",303101,"2018-01-24T06:00:00.000Z",70114297,"217 MONTERREY ESCOBEDOGASCA","CUAD-AVAYA","BBVA BANCOMER"
"A01181918",303088,"2018-01-24T06:00:00.000Z",71238339,"5089 CANCUN RIVIERA","CUAD-AVAYA","BBVA BANCOMER"
"A01181899",303001,"2018-01-23T06:00:00.000Z",70114470,"406 GUADALAJARA ABASTOS NANCE","CUAD-AVAYA","BBVA BANCOMER"
"A01181888",302962,"2018-01-23T06:00:00.000Z",71394733,"4697 CHILPANCINGO MEGA","CUAD-AVAYA","BBVA BANCOMER"
"A01181881",302962,"2018-01-23T06:00:00.000Z",71392052,"4684 PLAZA SENDERO QUERETARO","CUAD-AVAYA","BBVA BANCOMER"
"A01181877",302962,"2018-01-23T06:00:00.000Z",71390818,"4691 NEZA ESTADIO","CUAD-AVAYA","BBVA BANCOMER"
"A01181869",302962,"2018-01-23T06:00:00.000Z",71390814,"4687 PLAZA MILLENIUM","CUAD-AVAYA","BBVA BANCOMER"
"A01181858",302962,"2018-01-23T06:00:00.000Z",71390799,"4692 PLAZA SHANGRILA","CUAD-AVAYA","BBVA BANCOMER"
"A01181873",302959,"2018-01-23T06:00:00.000Z",71441882,"3571 NARVARTE","CUAD-AVAYA","BBVA BANCOMER"
"A01181852",302959,"2018-01-23T06:00:00.000Z",71354495,"3710 CAMINO AL DESIERTO DE LOS LEONES","CUAD-AVAYA","BBVA BANCOMER"
"A01181864",302959,"2018-01-23T06:00:00.000Z",71433002,"3683 PARQUE SAN ANDRES","CUAD-AVAYA","BBVA BANCOMER"
"A01181842",302959,"2018-01-23T06:00:00.000Z",71282313,"3595 EXHIBIMEX SAN ANTONIO","CUAD-AVAYA","BBVA BANCOMER"
"A01181891",302946,"2018-01-23T06:00:00.000Z",71441420,"843 EMPRESAS DF NAPOLES","CUAD-AVAYA","BBVA BANCOMER"
"A01181872",302946,"2018-01-23T06:00:00.000Z",71241246,"2362 H NAL PZA CABO SAN LUCAS","CUAD-AVAYA","BBVA BANCOMER"
"A01181884",302946,"2018-01-23T06:00:00.000Z",71330016,"2372 HIPOTECARIA PLAYA DEL CARMEN","CUAD-AVAYA","BBVA BANCOMER"
"A01181866",302946,"2018-01-23T06:00:00.000Z",70122100,"472 SAN LUIS POTOSI SEDE","CUAD-AVAYA","BBVA BANCOMER"
"A01181886",302926,"2018-01-23T06:00:00.000Z",71441425,"247 TLALNEPANTLA VALLE VERDE","CUAD-AVAYA","BBVA BANCOMER"
"A01181871",302926,"2018-01-23T06:00:00.000Z",71325586,"81 REVOLUCION ALATAVISTA","CUAD-AVAYA","BBVA BANCOMER"
"A01181878",302926,"2018-01-23T06:00:00.000Z",71441424,"137 ECATEPEC CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A01181846",302926,"2018-01-23T06:00:00.000Z",70114217,"83 GUTEMBERG","CUAD-AVAYA","BBVA BANCOMER"
"A01181855",302926,"2018-01-23T06:00:00.000Z",70114277,"184 TLALNEPANTLA VALLE DORADO","CUAD-AVAYA","BBVA BANCOMER"
"A01181749",302866,"2018-01-22T06:00:00.000Z",71454171,"7686 GOBIERNO TLANEPANTLA","CUAD-AVAYA","BBVA BANCOMER"
"A01181750",302866,"2018-01-22T06:00:00.000Z",71457432,"7714 GOBIERNO Y EMPRESAS XALAPA","CUAD-AVAYA","BBVA BANCOMER"
"A01181748",302866,"2018-01-22T06:00:00.000Z",71424266,"6403 PATRIMONIAL TIJUANA","CUAD-AVAYA","BBVA BANCOMER"
"A01181744",302866,"2018-01-22T06:00:00.000Z",70114468,"404 GUADALAJARA CHAPULTEPEC","CUAD-AVAYA","BBVA BANCOMER"
"A01181693",302746,"2018-01-19T06:00:00.000Z",71285160,"5237 HUIXQUILUCAN INTERPLAZA","CUAD-AVAYA","BBVA BANCOMER"
"A01181688",302746,"2018-01-19T06:00:00.000Z",71284746,"5248 SAN JOSE DEL CABO PZA PENINSULA","CUAD-AVAYA","BBVA BANCOMER"
"A01181686",302746,"2018-01-19T06:00:00.000Z",71283483,"5246 DEL LAGO","CUAD-AVAYA","BBVA BANCOMER"
"A01181684",302746,"2018-01-19T06:00:00.000Z",71278191,"5251 PACHUCA PZA UNIVERSIDAD","CUAD-AVAYA","BBVA BANCOMER"
"A01181677",302746,"2018-01-19T06:00:00.000Z",71277216,"5209 JURIQUILLA","CUAD-AVAYA","BBVA BANCOMER"
"A01181691",302728,"2018-01-19T06:00:00.000Z",71337190,"6379 PATRIMONIAL LILAS","CUAD-AVAYA","BBVA BANCOMER"
"A01181337",302569,"2018-01-17T06:00:00.000Z",71457557,"230 MUNICIPIO LIBRE","CUAD-AVAYA","BBVA BANCOMER"
"A01181332",302569,"2018-01-17T06:00:00.000Z",70114282,"197 HUIXQUILUCAN BOSQUES","CUAD-AVAYA","BBVA BANCOMER"
"A01181326",302569,"2018-01-17T06:00:00.000Z",70114279,"186 CORUÑA","CUAD-AVAYA","BBVA BANCOMER"
"A01181317",302569,"2018-01-17T06:00:00.000Z",70114277,"184 TLALNEPANTLA VALLE DORADO","CUAD-AVAYA","BBVA BANCOMER"
"A01181320",302569,"2018-01-17T06:00:00.000Z",70114278,"A0_185 TEPALCATES","CUAD-AVAYA","BBVA BANCOMER"
"A01181313",302563,"2018-01-17T06:00:00.000Z",71428324,"3691 PROVIDENCIA ARAGON","CUAD-AVAYA","BBVA BANCOMER"
"A01181309",302563,"2018-01-17T06:00:00.000Z",70114779,"3764 PINO SUAREZ","CUAD-AVAYA","BBVA BANCOMER"
"A01181312",302563,"2018-01-17T06:00:00.000Z",70221719,"3750 PUEBLA MIRADOR","CUAD-AVAYA","BBVA BANCOMER"
"A01181307",302563,"2018-01-17T06:00:00.000Z",70114728,"3727 IBM LEGARIA","CUAD-AVAYA","BBVA BANCOMER"
"A01181297",302563,"2018-01-17T06:00:00.000Z",70114717,"3720 PICACHO AJUSCO","CUAD-AVAYA","BBVA BANCOMER"
"A01181282",302563,"2018-01-17T06:00:00.000Z",70114671,"3698 CONTRERAS CRUZ VERDE","CUAD-AVAYA","BBVA BANCOMER"
"A01181335",302561,"2018-01-17T06:00:00.000Z",71318350,"141  PUENTE IXTLA","CUAD-AVAYA","BBVA BANCOMER"
"A01181333",302561,"2018-01-17T06:00:00.000Z",70114271,"168 NAUCALPAN ECHEGARAY IND CANNON","CUAD-AVAYA","BBVA BANCOMER"
"A01181324",302561,"2018-01-17T06:00:00.000Z",70114257,"138 DF COPILCO OXTOPULCO","CUAD-AVAYA","BBVA BANCOMER"
"A01181325",302561,"2018-01-17T06:00:00.000Z",70114266,"148 ECATEPEC TULPETLAC","CUAD-AVAYA","BBVA BANCOMER"
"A01181316",302561,"2018-01-17T06:00:00.000Z",70114243,"122 JAMAICA","CUAD-AVAYA","BBVA BANCOMER"
"A01181295",302555,"2018-01-17T06:00:00.000Z",70114242,"121 PERICENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A01181270",302555,"2018-01-17T06:00:00.000Z",70114238,"117 BAJA CALIFORNIA","CUAD-AVAYA","BBVA BANCOMER"
"A01181278",302555,"2018-01-17T06:00:00.000Z",70114239,"118 MORELOS","CUAD-AVAYA","BBVA BANCOMER"
"A01181253",302555,"2018-01-17T06:00:00.000Z",70114231,"110 PLAZA IMAGEN","CUAD-AVAYA","BBVA BANCOMER"
"A01181230",302555,"2018-01-17T06:00:00.000Z",70114221,"93  MARIANO ESCOBEDO","CUAD-AVAYA","BBVA BANCOMER"
"A01181243",302555,"2018-01-17T06:00:00.000Z",70114229,"106  TACUBAYA","CUAD-AVAYA","BBVA BANCOMER"
"A01181294",302551,"2018-01-17T06:00:00.000Z",70114843,"3627 WAL MART TEPEYAC","CUAD-AVAYA","BBVA BANCOMER"
"A01181305",302551,"2018-01-17T06:00:00.000Z",70220819,"3648 VIVEROS DE LA LOMA","CUAD-AVAYA","BBVA BANCOMER"
"A01181280",302551,"2018-01-17T06:00:00.000Z",70114827,"3619 SAN MATEO","CUAD-AVAYA","BBVA BANCOMER"
"A01181252",302551,"2018-01-17T06:00:00.000Z",70114797,"3610 CHICONCUAC","CUAD-AVAYA","BBVA BANCOMER"
"A01181271",302551,"2018-01-17T06:00:00.000Z",70114808,"3615 CENTRAL DE ABASTOS II","CUAD-AVAYA","BBVA BANCOMER"
"A01181229",302551,"2018-01-17T06:00:00.000Z",70114568,"3652 PLAZA DEL SOL IZCALLI","CUAD-AVAYA","BBVA BANCOMER"
"A01181239",302551,"2018-01-17T06:00:00.000Z",70114574,"3654 CULHUACAN","CUAD-AVAYA","BBVA BANCOMER"
"A01181281",302550,"2018-01-17T06:00:00.000Z",70114215,"79 DF IZTACALCO","CUAD-AVAYA","BBVA BANCOMER"
"A01181296",302550,"2018-01-17T06:00:00.000Z",70114216,"80 EJERCITO NACIONAL","CUAD-AVAYA","BBVA BANCOMER"
"A01181262",302550,"2018-01-17T06:00:00.000Z",70114205,"69 REFORMA ANGEL","CUAD-AVAYA","BBVA BANCOMER"
"A01181269",302550,"2018-01-17T06:00:00.000Z",70114214,"78  TEATRO INSURGENTES","CUAD-AVAYA","BBVA BANCOMER"
"A01181236",302550,"2018-01-17T06:00:00.000Z",70114202,"66 CORREGIDORA","CUAD-AVAYA","BBVA BANCOMER"
"A01181251",302550,"2018-01-17T06:00:00.000Z",70114205,"69 REFORMA ANGEL","CUAD-AVAYA","BBVA BANCOMER"
"A01181218",302550,"2018-01-17T06:00:00.000Z",70114201,"65 MERCED CRUCES","CUAD-AVAYA","BBVA BANCOMER"
"A01181304",302540,"2018-01-17T06:00:00.000Z",70115734,"582 ACAPULCO ZOCALO","CUAD-AVAYA","BBVA BANCOMER"
"A01181285",302540,"2018-01-17T06:00:00.000Z",70115688,"565 BOCA DEL RIO CANALES","CUAD-AVAYA","BBVA BANCOMER"
"A01181284",302540,"2018-01-17T06:00:00.000Z",70115687,"564 TUXTLA LA FUENTE","CUAD-AVAYA","BBVA BANCOMER"
"A01181258",302540,"2018-01-17T06:00:00.000Z",70115684,"561 TOLUCA COLON","CUAD-AVAYA","BBVA BANCOMER"
"A01181234",302540,"2018-01-17T06:00:00.000Z",70115648,"548 VILLAHERMOSA TABASCO 2000","CUAD-AVAYA","BBVA BANCOMER"
"A01181219",302540,"2018-01-17T06:00:00.000Z",70115647,"547 SAN CRISTOBAL CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A01181306",302509,"2018-01-17T06:00:00.000Z",71285159,"5121 PLAZA CARRANZA","CUAD-AVAYA","BBVA BANCOMER"
"A01181283",302509,"2018-01-17T06:00:00.000Z",71252629,"5127 MEXICALI PLAZA PEDREGA","CUAD-AVAYA","BBVA BANCOMER"
"A01181287",302509,"2018-01-17T06:00:00.000Z",71254121,"5128 CABO SAN LUCAS CON","CUAD-AVAYA","BBVA BANCOMER"
"A01181240",302509,"2018-01-17T06:00:00.000Z",71251327,"5106 ATLIXCO PLAZA","CUAD-AVAYA","BBVA BANCOMER"
"A01181259",302509,"2018-01-17T06:00:00.000Z",71251328,"5107 CHOLUCA LA RECTA","CUAD-AVAYA","BBVA BANCOMER"
"A01181225",302509,"2018-01-17T06:00:00.000Z",71251326,"5115 VILLA CORREGIDORA","CUAD-AVAYA","BBVA BANCOMER"
"A01181213",302509,"2018-01-17T06:00:00.000Z",71251017,"5108 REYNOSA PLAZA REAL","CUAD-AVAYA","BBVA BANCOMER"
"A01181308",302503,"2018-01-17T06:00:00.000Z",71591312,"5811 HERMOSILLO PERINORTE 1","CUAD-AVAYA","BBVA BANCOMER"
"A01181279",302503,"2018-01-17T06:00:00.000Z",70115543,"5765 PLAYA DEL CARMEN BENITO JUAREZ","CUAD-AVAYA","BBVA BANCOMER"
"A01181298",302503,"2018-01-17T06:00:00.000Z",70115607,"5795 MAZATLAN CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A01181248",302503,"2018-01-17T06:00:00.000Z",70115524,"5757 CHETUMAL PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A01181272",302503,"2018-01-17T06:00:00.000Z",70115529,"5762 CANCUN PLAZA PORTALES","CUAD-AVAYA","BBVA BANCOMER"
"A01181222",302503,"2018-01-17T06:00:00.000Z",70115484,"5729 QUERERARO PLAZA DEL RIO","CUAD-AVAYA","BBVA BANCOMER"
"A01181237",302503,"2018-01-17T06:00:00.000Z",70115489,"5731 PLAZA DEL NORTE","CUAD-AVAYA","BBVA BANCOMER"
"A01181260",302475,"2018-01-17T06:00:00.000Z",71620773,"5182 TIJUANA PLAZA FLORIDO","CUAD-AVAYA","BBVA BANCOMER"
"A01181241",302475,"2018-01-17T06:00:00.000Z",71270580,"5180 AZTECAS UDLA","CUAD-AVAYA","BBVA BANCOMER"
"A01181226",302475,"2018-01-17T06:00:00.000Z",71256264,"5136 PLAZA CENTRO SUR","CUAD-AVAYA","BBVA BANCOMER"
"A01181214",302475,"2018-01-17T06:00:00.000Z",71256261,"5137 CUAUTITLAN BOSQUES DEL LAGO","CUAD-AVAYA","BBVA BANCOMER"
"A01181206",302475,"2018-01-17T06:00:00.000Z",71255495,"5133  PLAYACAR CTRO MAYA","CUAD-AVAYA","BBVA BANCOMER"
"A01181190",302475,"2018-01-17T06:00:00.000Z",71249271,"C5138 PLAZA ANTARA","CUAD-AVAYA","BBVA BANCOMER"
"A01181199",302475,"2018-01-17T06:00:00.000Z",71254585,"5129 CANEK SORIANA","CUAD-AVAYA","BBVA BANCOMER"
